Bob Marley;126.0;177.0;y;y;y;y;
Peter Tosh;330.0;291.0;y;y;y;y;
Toots Hibbert;490.0;360.282;y;y;y;y;
Burning Spear;700.0;225.0;y;y;y;y;
Jimmy Cliff;130.0;416.0;y;y;y;y;
Dennis Brown;695;430;y;y;y;y;
